sex,stimulus_01_name,stimulus_01_amplitude,stimulus_01_amplitude_unit,preference_index,decision_duration_index,id
male,Fructose,10.6,%,0.7012715456343599,0.6912022432527164,male_10.6
female,Fructose,10.6,%,0.8791615289765722,0.8766166876502232,female_10.6
male,Fructose,10.6,%,-0.0436979969183358,-0.1184940554821664,male_10.6
female,Fructose,10.6,%,0.4660510926438905,0.4660510926438904,female_10.6
male,Fructose,10.6,%,-0.9143070550689212,-1.0,male_10.6
female,Fructose,10.6,%,-0.9317635214497456,-0.9231496062992126,female_10.6
male,Fructose,10.6,%,0.5841970491403489,0.5869060705997313,male_10.6
female,Fructose,10.6,%,-0.4795672141355958,-0.4511574454112625,female_10.6
male,Fructose,10.6,%,-0.3957492925522307,-0.3877501220107369,male_10.6
female,Fructose,10.6,%,0.548031007751938,0.5559434021068379,female_10.6
male,Fructose,10.6,%,0.8165744595904865,0.8034710339770227,male_10.6
female,Fructose,10.6,%,0.9116533920804384,0.9116533920804384,female_10.6
male,Fructose,10.6,%,-0.6596720400222346,-0.5537536443148688,male_10.6
female,Fructose,10.6,%,0.4398709677419354,0.4025187530108045,female_10.6
male,Fructose,10.6,%,0.2871860914359304,0.4047786366830639,male_10.6
female,Fructose,10.6,%,-0.6037634408602149,-0.6072198275862069,female_10.6
male,Fructose,10.6,%,-0.0937593490097529,-0.0924017257909875,male_10.6
female,Fructose,10.6,%,0.3742985798406651,0.2542316901989926,female_10.6
male,Fructose,10.6,%,-0.1467865988788945,-0.1485083882759971,male_10.6
female,Fructose,10.6,%,-0.9039635386994382,-0.8983109272664599,female_10.6
male,Fructose,10.6,%,0.7955759839126687,0.8004378384606522,male_10.6
female,Fructose,10.6,%,0.1384783798576901,0.1385476219438024,female_10.6
male,Fructose,10.6,%,0.9597247860379258,0.9579537491240364,male_10.6
female,Fructose,10.6,%,0.4457173383985279,0.4457173383985279,female_10.6
male,Fructose,10.6,%,0.2978083999120428,0.2758333963262529,male_10.6
female,Fructose,10.6,%,-0.7319729450876991,-0.7344584122610642,female_10.6
male,Fructose,10.6,%,0.2091727140783744,0.2110710547738109,male_10.6
female,Fructose,10.6,%,-0.7284604316546761,-0.735652776975091,female_10.6
male,Fructose,10.6,%,-0.8317284709417468,-0.8485182632667126,male_10.6
female,Fructose,10.6,%,-0.1990803050695379,-0.2818176368323242,female_10.6
male,Fructose,10.6,%,0.233102714209686,0.233102714209686,male_10.6
female,Fructose,10.6,%,0.6574486060264714,0.6566557525121373,female_10.6
male,Fructose,10.6,%,0.3797665369649805,0.3836248943226897,male_10.6
female,Fructose,10.6,%,1.0,1.0,female_10.6
male,Fructose,10.6,%,0.6034836702954899,0.6008016534101585,male_10.6
female,Fructose,10.6,%,-0.0065000894507722,-0.0154012754181205,female_10.6
male,Fructose,10.6,%,0.6153132250580046,0.6152239498723602,male_10.6
female,Fructose,10.6,%,-0.6862962669414282,-0.7098770392992044,female_10.6
male,Fructose,10.6,%,-0.677668782458165,-0.7083259886009754,male_10.6
female,Fructose,10.6,%,0.6572465960665659,0.6554534947381228,female_10.6
male,Fructose,10.6,%,-0.2516347783967062,-0.2570386135603527,male_10.6
female,Fructose,10.6,%,0.735723546986865,0.7357235469868652,female_10.6
male,Fructose,10.6,%,-0.6489447583900357,-0.6337604523852494,male_10.6
female,Fructose,10.6,%,-0.3432162423461167,-0.3478204630707541,female_10.6
male,Fructose,10.6,%,-0.4285373419231687,-0.4176999756868466,male_10.6
female,Fructose,10.6,%,0.3042628373806481,0.3042628373806481,female_10.6
male,Fructose,10.6,%,0.4433463857293803,0.4423064948004234,male_10.6
female,Fructose,10.6,%,0.7920274815716023,0.7867625476959201,female_10.6
male,Fructose,10.6,%,0.6563962321482831,0.6473083400910735,male_10.6
female,Fructose,10.6,%,-0.7639243740419008,-0.7639243740419008,female_10.6
male,Fructose,10.6,%,-0.5684835779175401,-0.5753640989647306,male_10.6
female,Fructose,10.6,%,-0.5471677136027572,1.0,female_10.6
male,Fructose,10.6,%,0.720584652862363,0.7341026270562239,male_10.6
female,Fructose,5.6,%,-0.7206835592221569,-0.7289615868551551,female_5.6
male,Fructose,5.6,%,0.144506726457399,0.1177014683778471,male_5.6
female,Fructose,5.6,%,1.0,,female_5.6
male,Fructose,5.6,%,-0.8481759955444165,-1.0,male_5.6
female,Fructose,5.6,%,-0.253072842541079,0.7258594917787743,female_5.6
male,Fructose,5.6,%,0.0456756586013014,0.0452534445708507,male_5.6
female,Fructose,5.6,%,-0.3169124803473834,-0.3653652099666227,female_5.6
male,Fructose,5.6,%,-0.6237956531481066,-0.6111400613745586,male_5.6
female,Fructose,5.6,%,-0.4857337728771172,-0.4693255131964809,female_5.6
male,Fructose,5.6,%,0.2594680543509685,0.249816957094743,male_5.6
female,Fructose,5.6,%,-0.7176601671309192,-0.7079299216228677,female_5.6
male,Fructose,5.6,%,0.7945113035654032,0.796228539262595,male_5.6
female,Fructose,5.6,%,1.0,,female_5.6
male,Fructose,5.6,%,0.8820943470664487,1.0,male_5.6
female,Fructose,5.6,%,-0.9119543882605852,1.0,female_5.6
male,Fructose,5.6,%,0.7791191594008495,0.7651951755688907,male_5.6
female,Fructose,5.6,%,-0.5225585379782982,-0.3941480206540447,female_5.6
male,Fructose,5.6,%,-0.4704814904427777,-0.4495032071437555,male_5.6
female,Fructose,5.6,%,1.0,,female_5.6
male,Fructose,5.6,%,-1.0,,male_5.6
female,Fructose,5.6,%,0.7808741905642923,0.7808741905642923,female_5.6
male,Fructose,5.6,%,-1.0,,male_5.6
female,Fructose,5.6,%,0.3259309873590707,1.0,female_5.6
male,Fructose,5.6,%,0.4849770642201834,0.5179649492995722,male_5.6
female,Fructose,5.6,%,0.9854569862400716,0.99707437830539,female_5.6
male,Fructose,5.6,%,-0.9639357114856918,-0.963935711485692,male_5.6
female,Fructose,5.6,%,0.6797018412415865,1.0,female_5.6
male,Fructose,5.6,%,1.0,,male_5.6
female,Fructose,5.6,%,0.2039349670122525,0.8574934108879396,female_5.6
male,Fructose,5.6,%,0.9372347554165736,0.9367081479813052,male_5.6
female,Fructose,5.6,%,-1.0,-1.0,female_5.6
male,Fructose,5.6,%,0.966002124867196,1.0,male_5.6
female,Fructose,5.6,%,0.7168761820002225,1.0,female_5.6
male,Fructose,5.6,%,0.1714833584440487,0.2313561762165275,male_5.6
female,Fructose,5.6,%,0.9395136263612256,0.7219195849546044,female_5.6
male,Fructose,5.6,%,0.8648944127970538,0.8634963083541655,male_5.6
female,Fructose,5.6,%,1.0,,female_5.6
male,Fructose,5.6,%,-0.651653009324668,-0.6512982972223793,male_5.6
female,Fructose,5.6,%,-0.291211561082171,0.9809016906700062,female_5.6
male,Fructose,5.6,%,-0.6605452836101536,-0.6605452836101535,male_5.6
female,Fructose,5.6,%,1.0,,female_5.6
male,Fructose,5.6,%,0.4381330332286916,0.3026025584472872,male_5.6
female,Fructose,5.6,%,0.6684782608695652,0.6670348950549093,female_5.6
male,Fructose,5.6,%,0.985539488320356,0.9853924377774032,male_5.6
female,Fructose,5.6,%,-0.2956976178901312,0.8959594307214134,female_5.6
male,Fructose,5.6,%,-0.8706205906971182,-0.8682656601935838,male_5.6
female,Fructose,5.6,%,-0.0735698077152752,-0.0412804350512915,female_5.6
male,Fructose,5.6,%,0.5861286856870002,0.581886155330439,male_5.6
female,Fructose,5.6,%,-0.9948779238518012,-0.9948779238518012,female_5.6
male,Fructose,5.6,%,0.933158496402394,0.7540212818609255,male_5.6
female,Fructose,5.6,%,0.4561525936264248,0.5719756419109799,female_5.6
male,Fructose,5.6,%,0.7911022952677813,0.7892268984446478,male_5.6
female,Fructose,5.6,%,0.0375007452453347,0.0382435415547998,female_5.6
male,Fructose,5.6,%,-0.2261343012704174,0.0269749518304431,male_5.6
female,Fructose,15.1,%,0.8264741428662299,0.8286842440453446,female_15.1
male,Fructose,15.1,%,0.1189139154581919,0.0975856402477562,male_15.1
female,Fructose,15.1,%,0.2922064569195969,0.2913807301674444,female_15.1
male,Fructose,15.1,%,-0.3322047141554889,-0.332204714155489,male_15.1
female,Fructose,15.1,%,-0.9788484136310224,-0.9641298159043462,female_15.1
male,Fructose,15.1,%,0.2203710440160058,0.2203710440160058,male_15.1
female,Fructose,15.1,%,-0.9013171364225756,-0.8859711379228767,female_15.1
male,Fructose,15.1,%,-0.91025951976716,-0.9102595197671598,male_15.1
female,Fructose,15.1,%,0.492817423540315,0.5460107978404319,female_15.1
male,Fructose,15.1,%,-0.581573896353167,-0.834588435596883,male_15.1
female,Fructose,15.1,%,-0.5130921447131721,-0.5654511615082374,female_15.1
male,Fructose,15.1,%,-0.5001575795776867,-0.5093860984271943,male_15.1
female,Fructose,15.1,%,0.2454327905212163,0.30197083409604,female_15.1
male,Fructose,15.1,%,-0.5214731076277607,-0.5539816688489465,male_15.1
female,Fructose,15.1,%,-0.5989010989010989,-0.5976377952755906,female_15.1
male,Fructose,15.1,%,-0.5533159947984395,-0.5544277441603227,male_15.1
female,Fructose,15.1,%,0.2363931762794476,0.2363931762794476,female_15.1
male,Fructose,15.1,%,0.2075885857635622,0.2055957246149009,male_15.1
female,Fructose,15.1,%,-0.0041742606855194,-0.0041742606855194,female_15.1
male,Fructose,15.1,%,0.3774210434479148,0.3774210434479148,male_15.1
female,Fructose,15.1,%,0.0947791639567196,0.0945114738585285,female_15.1
male,Fructose,15.1,%,0.6798888327438101,0.67988883274381,male_15.1
female,Fructose,15.1,%,-0.140221638588175,-0.1390635022450288,female_15.1
male,Fructose,15.1,%,0.7946269343611575,0.7676235110330014,male_15.1
female,Fructose,15.1,%,0.8394160583941606,0.822327141703423,female_15.1
male,Fructose,15.1,%,-0.9819065170045232,-0.980349344978166,male_15.1
female,Fructose,15.1,%,0.8237556434981327,0.7944216890969378,female_15.1
male,Fructose,15.1,%,-0.6945615091310454,-0.689430009522514,male_15.1
female,Fructose,15.1,%,0.4252719665271966,0.4267843181056629,female_15.1
male,Fructose,15.1,%,-0.2546182266009851,-0.2640558355951919,male_15.1
female,Fructose,15.1,%,0.4300752800048962,0.4300752800048962,female_15.1
male,Fructose,15.1,%,0.9605527078225984,0.965700240210044,male_15.1
female,Fructose,15.1,%,0.6974981046247157,0.7107273838630807,female_15.1
male,Fructose,15.1,%,0.9671626475115442,0.967036740299874,male_15.1
female,Fructose,15.1,%,-0.7686262181703867,-0.7638149027661896,female_15.1
male,Fructose,15.1,%,0.9702614745819772,0.967948717948718,male_15.1
female,Fructose,15.1,%,0.8770650208839849,0.8770650208839847,female_15.1
male,Fructose,15.1,%,0.3740056296658916,0.3557528811638012,male_15.1
female,Fructose,15.1,%,0.8476571516503808,0.8941473418520272,female_15.1
male,Fructose,15.1,%,-0.1066188822936499,-0.0939860298710886,male_15.1
female,Fructose,15.1,%,-0.1004234342412943,-0.0975145828049708,female_15.1
male,Fructose,15.1,%,0.1137146795313576,0.1125594234013188,male_15.1
female,Fructose,15.1,%,-0.5725054905917968,-0.5725054905917968,female_15.1
male,Fructose,15.1,%,0.9861416258238972,0.9861416258238972,male_15.1
female,Fructose,15.1,%,0.9653133174115774,0.964920351946633,female_15.1
male,Fructose,15.1,%,0.6894507215572212,0.7137021276595744,male_15.1
female,Fructose,15.1,%,0.0558691843488417,0.0699631772751183,female_15.1
male,Fructose,15.1,%,0.1498595067124571,0.1485968889236301,male_15.1
female,Fructose,15.1,%,0.8225734639358862,0.8077665219488663,female_15.1
male,Fructose,15.1,%,-0.4151279674912668,-0.4151279674912668,male_15.1
female,Fructose,15.1,%,-1.0,,female_15.1
male,Fructose,15.1,%,0.9180529195042983,0.9173795587573164,male_15.1
female,Fructose,15.1,%,0.0551576369758188,0.0535352915925676,female_15.1
male,Fructose,15.1,%,-0.3387960920264733,-0.3337144308943089,male_15.1
female,Fructose,26.3,%,-0.4552822542644426,-0.5406564900728325,female_26.3
male,Fructose,26.3,%,0.871385898664262,0.9523725524783913,male_26.3
female,Fructose,26.3,%,0.9039937265445585,0.8926804833761193,female_26.3
male,Fructose,26.3,%,0.053341004356045,0.053341004356045,male_26.3
female,Fructose,26.3,%,0.4075706507648431,0.3982883475971033,female_26.3
male,Fructose,26.3,%,0.5092646021670835,0.4962485191522969,male_26.3
female,Fructose,26.3,%,-0.8419220453118758,-0.900824499411072,female_26.3
male,Fructose,26.3,%,0.8430572092759538,0.8419730532084951,male_26.3
female,Fructose,26.3,%,0.3268083627729194,0.8550607287449393,female_26.3
male,Fructose,26.3,%,0.6570710395595188,0.6549855491329479,male_26.3
female,Fructose,26.3,%,0.2751479289940828,0.2649840213917694,female_26.3
male,Fructose,26.3,%,0.2302737520128824,0.2302737520128824,male_26.3
female,Fructose,26.3,%,0.93111960035263,0.93111960035263,female_26.3
male,Fructose,26.3,%,0.8021064950263312,0.929578347221352,male_26.3
female,Fructose,26.3,%,-0.7066457820541507,-0.9226115452482984,female_26.3
male,Fructose,26.3,%,0.9241281542387296,0.9241281542387298,male_26.3
female,Fructose,26.3,%,0.1064235166031573,0.0975810885101704,female_26.3
male,Fructose,26.3,%,0.777158457513366,0.7735391017860239,male_26.3
female,Fructose,26.3,%,0.9218263576617088,0.8625722103982973,female_26.3
male,Fructose,26.3,%,0.4386674213633056,0.5492859630790665,male_26.3
female,Fructose,26.3,%,-0.274918109499298,-0.274918109499298,female_26.3
male,Fructose,26.3,%,0.4696883205845416,0.552928403401894,male_26.3
female,Fructose,26.3,%,0.9245024804698636,0.9146467251160392,female_26.3
male,Fructose,26.3,%,0.7439890084726356,0.7345206292668448,male_26.3
female,Fructose,26.3,%,1.0,1.0,female_26.3
male,Fructose,26.3,%,0.1416829200334355,-0.0276897414512093,male_26.3
female,Fructose,26.3,%,0.8158536585365854,0.8910604670853031,female_26.3
male,Fructose,26.3,%,0.9543731477014268,0.9543731477014268,male_26.3
female,Fructose,26.3,%,-0.1029378273741744,-0.3030201116566893,female_26.3
male,Fructose,26.3,%,-0.0034818530539982,-0.006511187403812,male_26.3
female,Fructose,26.3,%,-0.830210707733363,-1.0,female_26.3
male,Fructose,26.3,%,0.9806281843121886,0.9768623779590744,male_26.3
female,Fructose,26.3,%,0.9934243521872388,0.9923081937292224,female_26.3
male,Fructose,26.3,%,0.6970119521912351,0.6918245365211225,male_26.3
female,Fructose,26.3,%,0.1867775978558266,0.2382173026507427,female_26.3
male,Fructose,26.3,%,0.8970950552913538,0.8865803599621093,male_26.3
female,Fructose,26.3,%,-0.7117181883537023,-0.8503982902661744,female_26.3
male,Fructose,26.3,%,0.8424790926795739,0.8424790926795739,male_26.3
female,Fructose,26.3,%,-0.9546019198193112,-0.937722695584818,female_26.3
male,Fructose,26.3,%,1.0,,male_26.3
female,Fructose,26.3,%,-0.1580013931986574,-0.2342062634989201,female_26.3
male,Fructose,26.3,%,0.9181179695083652,0.9240506329113924,male_26.3
female,Fructose,26.3,%,0.928339127509252,0.915515303761486,female_26.3
male,Fructose,26.3,%,-0.4803097925964821,-0.1753801291397625,male_26.3
female,Fructose,26.3,%,0.97505012252172,0.9719509140996744,female_26.3
male,Fructose,26.3,%,-0.4142146410803127,-0.4132972665148063,male_26.3
female,Fructose,26.3,%,0.2196332863187588,0.1852026390197926,female_26.3
male,Fructose,26.3,%,0.9385406190635824,0.9364492460569646,male_26.3
female,Fructose,26.3,%,-0.2731160425335182,-0.2627630267862376,female_26.3
male,Fructose,26.3,%,-1.0,,male_26.3
female,Fructose,26.3,%,1.0,,female_26.3
male,Fructose,26.3,%,0.7474030765737639,0.7470584891718297,male_26.3
female,Fructose,26.3,%,-0.143559488692232,-0.1826116430810948,female_26.3
male,Fructose,26.3,%,0.025875726104559,0.025875726104559,male_26.3
female,Fructose,22.9,%,0.5138998311761396,0.4292699041955731,female_22.9
male,Fructose,22.9,%,0.6280923128009298,0.627906976744186,male_22.9
female,Fructose,22.9,%,0.005381332343663,0.0061281337047353,female_22.9
male,Fructose,22.9,%,-0.2224918614974844,-0.2378783338327839,male_22.9
female,Fructose,22.9,%,-0.0445641238089601,-0.0445641238089601,female_22.9
male,Fructose,22.9,%,0.2803682209325595,0.2803682209325595,male_22.9
female,Fructose,22.9,%,-0.7017801539275013,-0.7263245723821443,female_22.9
male,Fructose,22.9,%,0.9689784076326508,0.9726103968697596,male_22.9
female,Fructose,22.9,%,0.9056835981203848,0.9862398693953706,female_22.9
male,Fructose,22.9,%,-0.4412960036125536,-0.4855713288340703,male_22.9
female,Fructose,22.9,%,-0.8461538461538461,-0.3213935230618253,female_22.9
male,Fructose,22.9,%,1.0,,male_22.9
female,Fructose,22.9,%,0.990659594095941,0.9882327304423622,female_22.9
male,Fructose,22.9,%,0.5566911145845858,0.5566911145845858,male_22.9
female,Fructose,22.9,%,-0.5578627500633071,-0.5822027904584325,female_22.9
male,Fructose,22.9,%,-1.0,-1.0,male_22.9
female,Fructose,22.9,%,0.5228426395939088,0.56,female_22.9
male,Fructose,22.9,%,0.687434978615189,0.8661553211888783,male_22.9
female,Fructose,22.9,%,-0.1081096165652732,-0.1696712619300106,female_22.9
male,Fructose,22.9,%,1.0,1.0,male_22.9
female,Fructose,22.9,%,-0.4498809118747873,-0.5337988625728889,female_22.9
male,Fructose,22.9,%,1.0,1.0,male_22.9
female,Fructose,22.9,%,-0.7623931623931623,-0.7358380235362912,female_22.9
male,Fructose,22.9,%,0.2737989979369289,0.2752083794349782,male_22.9
female,Fructose,22.9,%,-0.5443833464257658,-0.598838222480395,female_22.9
male,Fructose,22.9,%,-0.7777777777777777,-0.7762131566231794,male_22.9
female,Fructose,22.9,%,0.3259575424014377,0.3259575424014377,female_22.9
male,Fructose,22.9,%,0.7388059701492538,0.7373600688891623,male_22.9
female,Fructose,22.9,%,0.1168588760749283,0.1146752205292702,female_22.9
male,Fructose,22.9,%,0.2477752351894227,0.2477752351894228,male_22.9
female,Fructose,22.9,%,0.1838527753042446,0.110967408173823,female_22.9
male,Fructose,22.9,%,0.7695766423357664,0.7646286907247242,male_22.9
female,Fructose,22.9,%,0.4295628036086051,0.4137783483097988,female_22.9
male,Fructose,22.9,%,1.0,1.0,male_22.9
female,Fructose,22.9,%,-0.8918527300270039,-0.8918527300270039,female_22.9
male,Fructose,22.9,%,0.1200521682425823,0.1261473905061631,male_22.9
female,Fructose,22.9,%,0.114256480218281,0.0525355709595038,female_22.9
male,Fructose,22.9,%,0.9840073635160788,0.9827264819187276,male_22.9
female,Fructose,22.9,%,-0.2603141115799344,-0.2450053834190692,female_22.9
male,Fructose,22.9,%,0.5563105146933922,0.5563105146933922,male_22.9
female,Fructose,22.9,%,0.7825125160088484,0.9625689014228944,female_22.9
male,Fructose,22.9,%,0.8401253918495298,0.9612429001002338,male_22.9
female,Fructose,22.9,%,-0.1405704307334109,-0.1611851851851851,female_22.9
male,Fructose,22.9,%,0.8723526703499079,0.8723526703499079,male_22.9
female,Fructose,22.9,%,0.7098439228216789,0.6979659716003582,female_22.9
male,Fructose,22.9,%,0.8028639884103193,0.7694663452140483,male_22.9
female,Fructose,22.9,%,-0.9558897243107768,-0.928273863430538,female_22.9
male,Fructose,22.9,%,0.2509194447739946,0.2176445077752307,male_22.9
female,Fructose,22.9,%,1.0,,female_22.9
male,Fructose,22.9,%,0.9637377963737797,1.0,male_22.9
female,Fructose,22.9,%,0.8332497492477432,0.9126226291693916,female_22.9
male,Fructose,22.9,%,0.5987919057686498,0.8754339970240204,male_22.9
female,Fructose,22.9,%,0.3630233023970087,0.2874215715566178,female_22.9
male,Fructose,22.9,%,0.4248679788766202,-0.3012898845892736,male_22.9
female,Fructose,19.2,%,-0.1845978254340121,-0.2051579783658253,female_19.2
male,Fructose,19.2,%,-0.3962220419515587,-0.3962220419515587,male_19.2
female,Fructose,19.2,%,0.266989198919892,0.266989198919892,female_19.2
male,Fructose,19.2,%,-0.6421869570253679,-0.6369726172288166,male_19.2
female,Fructose,19.2,%,0.7482265379695313,0.7515875327701719,female_19.2
male,Fructose,19.2,%,-0.2961389961389961,-0.2923594487934269,male_19.2
female,Fructose,19.2,%,0.1991065730695597,0.2156304586918548,female_19.2
male,Fructose,19.2,%,0.4173238696109358,0.4148627243928194,male_19.2
female,Fructose,19.2,%,-0.1817266830686647,-0.0888487640869186,female_19.2
male,Fructose,19.2,%,0.1181373958033917,0.1079320772272621,male_19.2
female,Fructose,19.2,%,0.805137395459976,0.7991626646964659,female_19.2
male,Fructose,19.2,%,0.3403660100244783,0.3334511189634864,male_19.2
female,Fructose,19.2,%,0.6364825581395349,0.6558570483123759,female_19.2
male,Fructose,19.2,%,0.3262957074721781,0.326295707472178,male_19.2
female,Fructose,19.2,%,0.1239615216440752,0.078002761159687,female_19.2
male,Fructose,19.2,%,-0.6764515559738808,-0.6779321714554876,male_19.2
female,Fructose,19.2,%,0.8333010648596321,0.6172482773949767,female_19.2
male,Fructose,19.2,%,0.2754452554744525,0.2869432005656375,male_19.2
female,Fructose,19.2,%,-0.7183402395413521,-0.8774497643264698,female_19.2
male,Fructose,19.2,%,0.1602686548770719,0.1818238875290278,male_19.2
female,Fructose,19.2,%,-0.084185029833993,-0.089010206503679,female_19.2
male,Fructose,19.2,%,0.308409932775415,0.2958513758904875,male_19.2
female,Fructose,19.2,%,0.2934888874405266,0.2983971213608112,female_19.2
male,Fructose,19.2,%,0.03604658327685,0.03604658327685,male_19.2
female,Fructose,19.2,%,1.0,,female_19.2
male,Fructose,19.2,%,0.2351278269419862,0.2396989884036516,male_19.2
female,Fructose,19.2,%,-0.4813147230977038,-0.3440102498398462,female_19.2
